,EstablishmentId,Summary
67,2326675,"A stay at Zira Hotel Belgrade places you in the heart of Belgrade, convenient to Tasmajdan Park and Cathedral of Saint Sava. This 4-star hotel is within close proximity of Nikola Tesla Museum and Church of Saint Marko.Rooms <br/>Make yourself at home in one of the 125 air-conditioned rooms featuring minibars and LCD televisions. Wired and wireless Internet access is complimentary, while DVD players and digital programming provide entertainment. Private bathrooms with showers feature complimentary toiletries and hair dryers. Conveniences include safes and desks, as well as phones with free international calls.Rec, Spa, Premium Amenities <br/>Enjoy a range of recreational amenities, including a health club, a sauna, and a fitness center. This hotel also features complimentary wireless Internet access, concierge services, and babysitting/childcare (surcharge)."
68,2474644,"Quinta dos CaracÃ³is is a holiday complex, managed by a family. In ridge's midst you'll find the pool area where you can enjoy all the environment with your friends or Family.The view is wide and allow the countryside and sea contrast.The sunset is remarkable, overlooking Lagos's Bay and Praia da Luz Bay."
69,2505006,"Free Wi-Fi, an indoor swimming pool and a fitness centre are features of this hotel. It is located in Tbilisi city centre, just a 10-minute walk from Rustaveli Underground Station.<br/>A minibar, work desk and wardrobe are included in every room at the Primavera hotel. The en suite bathroom provides slippers, complimentary toiletries and a hairdryer.<br/><br/>Primaveraâ€™s restaurant is located on the 5th floor, and features a well-stocked bar and European cuisine. A breakfast is served in the mornings.<br/><br/>Park Vere and Tbilisi State University can be reached from the hotel within 10 minutesâ€™ walk. After a day of exploring the city, guests can relax with the hotelâ€™s massage facilities."
70,2746531,Suite FeaturesAdina Apartment Hotel Hamburg Michel provides you with space style and service. The difference Adina offers is lifestyle your own private suite a great place to entertain or simply relax. Your Hamburg Apartment Hotel features:128 one and two bedroom apartments and studio rooms Separate lounge dining work area Fully equipped kitchen Minibar Fully equipped laundry Individual climate control air conditioning iPod docking station Wireless broadband Voicemail Cable television and in-room movies In-room safe Non-smoking hotel In one and two bedroom apartments Facilities: Hotel Non-Smoking Throughout Disabled Facilities Air conditioning in rooms24 Hour Reception Cots available Car parking available onsite Wi-Fi Available Meeting Facilities Restaurant Gymnasium Indoor Pool Sauna Jacuzzi TV Safety Deposit Box Tea/Coffee making facilities in each room Hairdryer in each room Iron And Board In Each Room Minibar in each room Telephone In Each Room Limited Hours Room Service Wake Up Call Available
71,2952619,"Property Location<br/>With a stay at Oasis Hotel Heliopolis in Cairo (Heliopolis), you'll be convenient to Cairo International Stadium and City Stars. This hotel is within close proximity of Cairo International Convention Centre and Egyptian Presidential Palace.<br/><br/>Rooms<br/>Make yourself at home in one of the air-conditioned rooms featuring minibars. Cable television is provided for your entertainment.<br/><br/>Rec, Spa, Premium Amenities<br/>Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.<br/><br/>Dining<br/>Satisfy your appetite at the hotel's restaurant, which serves breakfast, lunch, and dinner, or grab a snack at a coffee shop/cafÃ©."
72,3227143,"&lt;p&gt;&lt;b&gt;Property Location&lt;/b&gt; &lt;br /&gt;With a stay at Derag Livinghotel an der Oper, you&apos;ll be centrally located in Vienna, steps from Vienna State Opera and minutes from Secession Building.  This 4-star hotel is within close proximity of Academy of Fine Arts Vienna and Castle Garden.&lt;/p&gt;&lt;p&gt;&lt;b&gt;Rooms&lt;/b&gt; &lt;br /&gt;Make yourself at home in one of the 42 air-conditioned rooms featuring refrigerators and free minibar items. Flat-screen televisions with cable programming provide entertainment, while complimentary wireless Internet access keeps you connected. Private bathrooms with showers feature complimentary toiletries and hair dryers."
73,3279245,"Empire Studio Apartments are self-catering residences with two, three or four beds. Each Apartment comes with an en-suite Bathroom, comprising a Shower, Toilet, Wash-hand Basin and a Hair Dryer. There is also a Kitchen inside every apartment, complete with Twin Electric Hob, Micro-wave Oven/Grill, Fridge, Kettle, Toaster, Crockery and Utensils. All apartments are fully Air-conditioned, have colour cable TV and FREE broadband Internet Service. A communal Lift services all floors and a Launderette situated on the top floor, that can be used free of charge!<br/><br/>We offer:<br/>- Clean, comfortable rooms<br/>- Free linens, towels, and housekeeping service<br/>- Fully air-conditioned rooms<br/>- Friendly, helpful staff<br/><br/>It is good to point out that the Complex is situated right in the hub of Paceville, St. Julians Malta's all-night party zone! Paceville is well known for its club scene and attracts a very large number of tourists and locals alike."
74,3452034,"Zoo Rooms is a chic and cheap Boutique Budget Guesthouse in central Barcelona, just a short walk to the famous Gaudi buildings on Passeig de Gracia.<br/><br/>There are 7 rooms, including doubles, a triple and a suite room, with balconies or a terrace, all with private bathrooms, air conditioning, safe and hairdryer. <br/><br/>Guests have use of a large fully equipped kitchen, with coffee and tea, and two large fridges for storing any food and drinks you wish.<br/><br/>Perhaps the star attraction is the fabulous terrace with and hammocks, BBQ and lots of space, where you can forget where you are and just chill out.<br/><br/>The location of Zoo Rooms is in the heart of the Eixample area, was carefully chosen so our guests would get a better city experience and level of comfort and relax that you just won't find staying in the old town. <br/><br/>You'll find many of the city's best attractions within walking distance, including iconic Gaudi buildings such as La Pedrera and Casa Batllo.<br/><br/>We offer free WiFi in all our rooms and there is a..."
75,3653734,"A cosmopolitan 4 star hotel located in the centre of Lisbon, in PraÃ§a MarquÃªs de Pombal, right at the beginning of Avenida da Liberdade. The hotel views are amazing, and from some of the rooms, you can also see Parque Eduardo VII.<br/><br/>The HF FÃ©nix Lisboa rooms were recently remodelled, to offer you an even more pleasant stay. The rooms are equipped with cable TV, Sport TV, air conditioning and double glazed windows. In the last floor, the rooms include an exclusive terrace just for you. The hotel also has Family rooms with special features and decoration.<br/><br/>The lobby is a pleasant and quiet place where you can sit down and have a chat with your friends. There is also a bar in the same floor. This is an urban hotel with an exceptional variety of offers."
76,3711089,"Renovated in June, 2012, Pebbles Boutique Aparthotel offers modern, air-conditioned accommodation with free Wi-Fi. It features a beauty salon and a rooftop terrace with hot tub overlooking the Mediterranean Sea.<br/><br/>Guests of Aparthotel Pebbles have free access to the Medasia Beach 1.5 km away, where parasols and sunbeds are available to rent.<br/><br/>Accommodation here includes a flat-screen TV and seating area with sofa. All apartments and suites also include a kitchenette or kitchen. Some units come with a balcony, some with sea views.<br/><br/>The 2 on-site restaurants are open all year round.The MedAsia specialises in Japanese cuisine, whilst the Tex Mex American Bar & Grill is a pub with lounge. Set menus are available in both.<br/><br/>Set on Marsamxett Harbour, it is 300 metres from Sliema Bus Terminus and the ferry port to Valletta.<br/>The bus for Valletta stops right in front of the property."
77,3780489,"This hotel is located in the centre of Tbilisi, 100 m away from Chavchavadze Avenue. It features a sauna and located 100 m from Tbilisi State University. Tbilisi Philharmonic Hall is 1 km away. Free WiFi is available throughout.<br/>All of the spacious, air-conditioned rooms at the Orion Tbilisi include a flat-screen TV. Each has an en suite with a shower. Some include a balcony or a separate seating area.<br/><br/>The lounge bar offers sushi, as well as Georgian cuisine and cocktails. The restaurant serves breakfast each day, as well as local and European meals."
78,3797037,"Located 3.5 km from Baku train station, 4.5 km from Baku's zoo and 7.5 km from the Old City. Facilities and services include restaurant, bar, coffee shop, elevator, parking, gym, sauna, spa, wireless Internet access and 24-hour reception. Rooms feature minibar, air conditioning, heating, wireless Internet access, safe, TV, telephone, bathroom and hairdryer. Address: A. Rajabli Street 1, 1075 Baku, Azerbaijan."
79,3915345,"Ezdan Hotel, West Bay is not just a place that provides affordable accommodation; it is a community of people from around the globe.<br/><br/>Accommodation ranging from a single room for a single night to apartments with three bedrooms. While it is the largest hotel in Qatar, our staff is passionate about providing individualized service to our guests.<br/><br/>Our guests are able to spend extended period of time without even going out of the building."
80,4037205,"Lotus Hotel Pang Suan Kaew is one of Chiang Maiâ€™s leading convention hotels, situated in the heart of the city. The hotel's location is unique, sitting adjacent to Kad Suan Kaew Shopping Complex and just a walking distance from Nimmanhaemin rd. Surrounded by Chiang Maiâ€™s best attraction and entertainment facilities, guests really are spoilt for choices."
81,4096598,"Bcn Urban Bonavista hotel at center of Gracia district, it is a hostel with an excellent value, perfect for young people. <br/>Located in Barcelona's popular Gracia is where cafes, bars and restaurants and enjoy the friendly atmosphere characteristic of famous Plaza del Sol only 400 meters away from the Hotel. <br/>Urban Bonavista Hostal Bcn has 28 functional rooms equipped with telephone and satellite TV.<br/>By its central location is perfect for visiting the main tourist attractions of Barcelona, like Park GÃ¼ell and the Ramblas. La Casa Batllo and Casa Mila, Barcelona modernism area"
82,4117179,"Stay in one of 205 guestrooms featuring flat-screen televisions. Relax and take in city views from the privacy of your room. Complimentary wired and wireless Internet access is available.Rec, Spa, Premium Amenities <br/>Make use of convenient amenities, which include complimentary wireless Internet access and tour/ticket assistance.Business, Other Amenities <br/>Featured amenities include complimentary high-speed (wired) Internet access, a business center, and air conditioning in public areas."
83,4268248,"Welcome to La Ballerina Hotel!<br/>The luxury urban concept in Prague by the Alchymist Luxury Group<br/>Just a few steps from the famous Frank Gehry Dancing House, this luxury urban hotel is all one could wish for stay in Prague, ideally located in walking distance from National Theatre and other major sightseeing, only 25 minutesâ€™ drive from PragueÂ´s Airport. City center elegant hotel with exquisitely furnished Deluxe Rooms and Suites reflecting the historical character of the building and above all, staff who do really care about their guests, aiming to provide them with the best service possible. Equipped with the latest technology, it is the perfect property for travelers looking for a 5-star hotel ideally located in central Prague with the utmost service, guaranteed by the Alchymist Luxury Groupâ€™s way of understanding hospitality."
84,4278493,"KANONIA HOSTEL and APARTMENTS - we are a small, family hostel located in one of the most charming parts of Warsaw - 30 meters from the old town square, 50 meters from the Royal Castle. From the Old Town you will find a fast and convenient public transport connections to other parts of our city.<br/><br/>HOSTEL KANONIA and APARTMENTS We are just between small, narrow Old Town streets and old, historical buildings. The Old Town atmosphere and our individual approach to our guests will make your stay feel like at home.<br/><br/>We have different rooms in our offer, from room for 1 up to 10 beds dorm. Besides the Hostel we offer twenty four private apartments in the Old Town Area - 50-500m from the hostel - fully renovated and furnished, with internet and kitchen.<br/><br/>In the hostel you can eat your early (or late) breakfast, use the internet."
85,4416912,"3 stars family owned and managed property, halfway between the Airport and the Downtown of Budapest. <br/>Located in the nearest green belt to the downtown, in a very quiet street. 500 meter from the metro station and the new Ferencvaros Stadium."
86,4539663,"The Royal Rose Hotel will feature 355 luxuriously appointed rooms, including 112 Boutique Suites, 20 Luxury Suites and one Royal Suite â€“ all of them elegantly & comfortably furnished, featuring equally classy in â€“ room & bathroom amenities to leave lasting impressions. For the more demanding business travelers, the hotel offers  <br/>3 Executive floors with separate, exclusive lounges where business services as well as complimentary breakfast and refreshments available.<br/><br/>Further facilities of the Royal Rose Hotel include three elegant restaurants, six banquet & meeting rooms including 2 flexible ballrooms on 2 floors to host events with 5 to 250/300 guests, a variety of state-of-the-art leisure facilities on top floors, including two separate Health Clubs and Spas for women & men and the roof top swimming pool & sun terrace."
87,4546942,"The Temple Bar Inn is one of Dublin's most central hotels, located in the famous Temple Bar District, it is walking distance to many popular tourist destinations such as Trinity College, Dublin Castle and The Guinness Storehouse. It's chic, bespoke and modern design fits perfectly into the cultural surroundings of Dublin City. <br/><br/>Each room includes everything you need for the most comfortable of stays such as a flat screen TV, secure safe, mini-bar, tea and coffee making facilities as well as toiletries and fresh towels daily. If you would like to venture outside of Dublin our tour desk will be happy to suggest some of Ireland's best tours. <br/><br/>If you simply want to relax before a day of sightseeing our lounge area or terrace are the perfect place to enjoy some complimentary tea or coffee and prepare for an unforgettable day in Dublin.<br/><br/>With our bohemian style and cool atmosphere we provide the ultimate Dublin experience."
88,4855440,"LocationLocated in Culture Village master plan development on the Dubai Creek, the new Palazzo Versace Hotel consists of 213 hotel rooms and 169 luxury condominiums in the Ala Destra (right wing) and Ala Sinistra (left wing). The Condominiums form part of the Hotel and accordingly Services and Facilities of the hotel are available to condominium owners. The hotel has a site area of 37,224 sq.m and the height is G + 8 levels (condominium) or G + 10 levels (hotel).AccommodationThe rooms are decorated with furnishings from the Italian designerâ€™s Home range and the hotel will showcase art, artefacts and antiques and will also encompass reflection pools and fountains, landscaped gardens and grounds with promenades, terraces, and water features and other such structures that reflect luxury and beauty coupled with style and elegance."
89,5004402,"Situated in the city's most innovative and modern district, LaGare Hotel Milano Centrale MGallery by Sofitel is the perfect base for shopping, business or discovering the area's cultural heritage. The contemporary style is reflected in the attention that has been paid to the design of the rooms, which reinterpret Milanese elegance with a modern twist. The Roofbar with a breathtaking view, the gourmet restaurant, spaces for meetings and events and the spa will ensure that you have an unrivaled experience."
90,5019421,"The spectacular Hotel Gotham is located in the heart of mid-town Manchester and set in one of the city's grandest listed buildings - a former bank premises at 100 King Street designed by Edwin Lutyens and referenced in Pevsner's Architectural Guide. Boasting 60 bedrooms, alongside five inner sanctum suites, Hotel Gotham also features Honey, the two AA Rosette awarded restaurant, and Brass, the roof-top private bar and members club. The Art Deco building features carvings by local sculptor John Ashton Floyd, and was dubbed the 'King of King Street', due to its grandeur, size and castle-like design."
91,5373644,"At Movenpick Hotel Sukhumvit 15 Bangkok, we believe every trip should come with a little adventure. The surprises of visiting a new place, meeting friendly people, sampling delicious foods and discovering something new are your reward for having made the journey. Whilst a little surprise is good, you would still want to choose a hotel that exactly meets what you, the savvy traveller, expect to see - a quiet, convenient and comfortable place. With stylish, tech-savvy rooms and suites and complimentary amenities including Wi-Fi connection and 24-hour tuk-tuk shuttle service, you are sure to enjoy a peaceful stay at Movenpick on Sukhumvit Road. So make a splash in our rooftop pool, sip cocktails in our Rainforest Bar rooftop lounge or let us help you host a signature meeting in one of our sophisticated event venues."
92,5414657,"Little Town budget hotel belongs among cheap hotels in Prague. If you want to spend cheap holidays to Prague but still want an accommodation in Prague city centre, Little Town budget hotel offers you a friendly, homey atmosphere of Lesser Town. Prague most well-known sights, such as the Prague Castle or Charles Bridge are just few minutes walking from our hotel.<br/><br/>Central Prague offers a lot of possibilities for each, culture lovers and party maniacs. Prague Lesser Town with its artists, next to Prague Venice (Kampa island) and myriad pubs give our hotel unique atmosphere. Mala Strana, where Little Town Budget Hotel is located is well known for its artists as well as fabulous architecture.<br/><br/>Our hotel, as most of hotels in Prague city centre, is located in a medieval palace. You can find us on Lesser Town Square in a house At Three Crowns. It was build in the 13th century andhas been recently remodeled into a hotel."
93,5427799,"With a modern style and newly constructed, Eurostars Heroismo is the perfect lodging to discover the city of Porto.<br/>A few minutes on foot from historic centre and Portoâ€™s business area, this extraordinary 4-star hotel combines design and comfort in an unparalleled setting. Between the wonderful facilities of Eurostars Heroismo hotel, built in 2015, we should highlight its comfortable rooms, some of them even provide a terrace. <br/>The 153 rooms of Eurostars Heroismo are fitted with all the necessary features to grant a comfortable stay: TV, air conditioning, hair-dryer, minibar, free Wi-Fi connection, and soundproofing. The hotel has 61 double rooms, 78 twin rooms, 2 quadruple rooms and 12 suites, some of them are fitted with a terrace."
94,5986664,"Located in the heart of the city of Barcelona. The project for the new Hotel Negresco Princess began with the conversion of a former office building, an icon of 1970s architecture, located on one of the most characteristic corners of Barcelonaâ€™s Eixample district.<br/><br/>Just steps from PlaÃ§a Urquinaona, PlaÃ§a Catalunya and Passeig de Gracia. Hotel Negresco Princess is located at Roger de LlÃºria 16-18, in the center of Barcelona. This privileged location makes it the perfect choice for visiting the Ramblas, Barcelonaâ€™s Cathedral, the Gothic Quarter, La Pedrera, Casa BatllÃ³ and shopping at the best boutiques on Passeig de GrÃ cia."
95,6049526,"This eco-friendly resort boasts 144 rooms perched on the gentle hillside of beautiful Tri Trang Beach just outside of Patong. Surrounded by tropical rainforest with beautiful 240 degree views of the turquoise Andaman Sea, Crest Resort & Pool Villas is the perfect venue for a  well-deserved getaway within an enchanted setting. The resort offers designer rooms and villas inspired by the sky, earth and ocean."
96,6145839,"The Pestana Ilha Dourada Hotel & Villas owes its name to the colors of the beautiful Porto Santo Island with its golden san and goldish peaks. ItÂ´s a two floor modern hotel designed to offer all the commodities to enjoy your holidays in a relaxed and design ambience, profiting from the natural beauty of the island.<br/><br/>Located only a 5 m walk from the â€œCombroâ€� beach, just 10m driving from the airport and 5m from Golf and from Vila Baleira town, is located in a peaceful environment, near to the main points.<br/><br/>â€‹Brand new, was though to preserve natural resources with solar panels and water capture to water the surrounding garden.<br/><br/>There is a restaurant with a pool terrace and a bar open to the outdoor fresh water pool, with sun beds and parasols.<br/><br/>At the end of the day, we invite you to come to our Rooftop bar â€œAtitudeâ€�, the perfect spot to end your day, because everything in life is about attitude. But before, visit our wellness center to enjoy a massage or just relax after a Sauna or Turkish bath."
97,6178878,"The new Steigenberger Hotel El Tahrir is ideally located at the heart of Cairo down town. Within walking minutes to the Egyptian Museum, Khan El Khalili and the Arab League building. The 4 star hotel offers 295 modernly furnished rooms and suites. Designed to meet business guests' needs with free Wi-Fi, 24 hour in-room dining, on-site parking facilities, concierge services, an all-day dining and a lobby bar.Meeting rooms are efficiently spread over one floor with 1782 sqm.<br/><br/>with a main multi-purpose hall taking up to 350 guests, a foyer and 6 private meeting rooms. To unwind, the swimming pool is on second floor next to the fitness center.CUSTOMER REVIEWS"
98,6349540,"Comfortable facilities 29 kilometres from the centre of Madrid with a wide range of services and advanced technology, just steps from the Madrid Technology Park. Plus, the Eurostars Madrid Foro 4* has just been remodelled and refurbished to satisfy all your needs.<br/><br/>Built in 2005, Eurostars Madrid Foro 4* has 90 fully equipped rooms with an incredible offering of services, including a full bath with hair dryer, satellite-TV, minibar, air-conditioning and Internet connection.<br/><br/>Eurostars Madrid Foro 4* also offers magnificent dining options, including a buffet breakfast every morning, a la carte menus and other culinary delights for events, meetings and banquets.<br/><br/>The hotel offers covered parking free of charge"
99,6664272,"Room Mate Emirâ€™s elegant dÃ©cor is both modern and luxurious at the same time. LÃ¡zaro Rosa ViolÃ¡n chose to keep the buildingâ€™s history alive through a distinctive combination of modern day elements, designer furniture, and different materials, all enhanced with an abundance of natural light. Large and spacious suites with everything that you need for the perfect stay in Istanbul."
100,6679120,"Property Location <br/>When you stay at The Westin Cairo Golf Resort & Spa, Katameya Dunes in New Cairo City, you'll be within the region of City Stars.<br/><br/>Rooms <br/>Make yourself at home in one of the 135 air-conditioned rooms featuring iPod docking stations and minibars. Rooms have private balconies. Plasma televisions with cable programming provide entertainment, while complimentary wireless Internet access keeps you connected. Private bathrooms with shower/tub combinations feature designer toiletries and bathrobes.<br/><br/>Amenities <br/>Pamper yourself with a visit to the spa, which offers massages, body treatments, and facials. After practicing your swing on the golf course, you can dip into one of the 5 outdoor swimming pools. This hotel also features complimentary wireless Internet access, concierge services, and barbecue grills.<br/><br/>Dining <br/>Satisfy your appetite at the hotel's restaurant, which serves breakfast, lunch, and dinner, or stay in and take advantage of 24-hour room service."
101,6817514,"Hotel Epic is located in Tbilisi, near St.Trinity Cathedral. Free WiFi access is available.<br/>Each room here will provide you with a TV, air conditioning and a minibar. Rooms come with view of Sameba Cathedral and old Tbilisi. The private bathrooms come with a hairdryer and free toiletries.<br/><br/>At Hotel Epic you will find a 24-hour front desk and a garden. Other facilities offered at the property include a tour desk and a vending machine. The property offers free parking.<br/><br/>The distance to Tbilisi International Airport is 18 km from Hotel Epic. <br/><br/>Avlabari is a great choice for travellers interested in local food, city walks and old town exploring.<br/><br/>This is our guests' favourite part of Tbilisi City, according to independent reviews."
102,6850269,"Old Meidan Tbilisi is situated in the Tbilisi city centre, just 900 m from Freedom Square. Free WiFi is offered throughout the property and free private parking is available on site.<br/><br/>The rooms of Old Meidan Tbilisi are tastefully decorated in earthy tones. Each room has a private bathroom fitted with a bath or shower.<br/><br/>The hotel has a barbecue and sun terrace, and guests can enjoy a meal at the restaurant. There is also a shared lounge at the property.<br/><br/>Rustaveli Theatre is 1.5 km from Old Meidan Tbilisi, while Tbilisi Opera and Ballet Theatre is 1.7 km from the property. The nearest airport is Tbilisi International Airport, 13 km from the property."
103,7044532,"Theatre Residence is a great choice for accommodation when visiting Bangkok. The city center is merely 11 km away and the airport can be reached within 60 minutes. With its convenient location, the hotel offers easy access to the city's must-see destinations.<br/><br/>Take advantage of a wealth of unrivaled services and amenities at this Bangkok hotel. While lodging at this wonderful property, guests can enjoy 24-hour security, daily housekeeping, free Wi-Fi in all rooms, kitchen, 24-hour front desk.<br/><br/>All guest accommodations feature thoughtful amenities to ensure an unparalleled sense of comfort. The hotel offers fantastic facilities, including outdoor pool, pool (kids), to help you unwind after an action-packed day in the city. Whatever your reason for visiting Bangkok, the Theatre Residence is the perfect venue for an exhilarating and exciting break away."
104,7264892,"Roomz Vienna Prater is located in Vienna, Austria. The hotel offers the guests access to a restaurant, a bar, business services, a coffee shop as well as laundry and dry cleaning services. The rooms come equipped with air conditioning, satellite TV and a safety deposit box.<br/><br/>The hotel is located next to the traditional Prater, where the guests can find the exhibition and convention locations of the city. The city center of Stephansplatz is 3 km away and the Vienna Schwechat Airport is 18km away from the hotel.		<br/>The 265 rooms at Roomz Vienna Prater feature air conditioning, cable and satellite TV, a safety deposit box, a hairdryer and Wi-Fi connection is available.<br/><br/>In the a la carte restaurant atelier with the adjacent 24-hour bar, the guests can get a breakfast buffet offering a large selection of breakfast delicacies, including freshly squeezed juices and organic products."
105,7423020,"With an exceptional location in the cityâ€™s most exclusive district, The One Barcelona is a new 5* Grand Luxury hotel with a sophisticated interior design that inspires elegance and distinction. The combination of natural light and soft tones with splashes of colour from artwork and upholstery, mixed with the presence of fine materials such as marble and special woods, plays an important role in creating a timeless and plush ambiance."
106,7442301,Its a Hotel with presently 10 rooms to sell.<br/>will have more rooms added to the inventory after renovations.<br/>Its got a huge green area for children to play.<br/>all rooms have a double bed and a single bed.<br/>All rooms have en-suite with shower <br/>All rooms have tea coffee facility .<br/>Large TV screens <br/>Free wifi<br/>House keeping daily.<br/>Our rooms can accommodate single/Double/Triple/Twin<br/>Plenty of free parking on the vicinity <br/>Situated between 2 stations 5mints distance.<br/>Airport is 20 mints drive.<br/>close to city center.<br/>Close to Hampton park.
107,8582310,"Riad Heklek is a completely renovated traditional riad in the heart of Marrakech. Located in the Kasbah, within walking distance of the main square, Jemaa El Fna, and some of the Kingâ€˜s palaces, thus our neighborhood is a very safe and peaceful area. Along the walls of the Royal Properties many storks are nesting. Just like people, storks have the same motivation when heading to Morocco: find warmer temperature and a great place to enjoy life. Therefore, we named our hotel after them taking the ancient Arabic word for stork: HEKLEK."
108,8582327,"The hotel is situated on the tranquil banks of the Ping River. The surroundings provide a balance of serenity with a dash of the vibrant Chiang Mai city center just minutes away. The luxury hotel offers a unique design that blends modern elements with the traditional Lanna style that is a hallmark of Northern Thailand living.<br/><br/>The luxury 5-story resort features 30 elegantly designed suites. Nature takes center stage as the resortâ€™s courtyard is interspersed with leafy 100-year- old tamarind trees, while the Ozone Gym-Pool- Roofbar overlooks the tranquil flow of the Ping river. Guests can enjoy the luxurious X2 Spa and fitness facilities, as well as fine dining in the Oxygen dining room. For those with a discerning taste for fine wine, H2O Water bar and Tea lounge allows guests to pair mineral water from around the world with Tea blends from renowned tea estates, in addition The H2O serves Michelin designed tapas and crafted delicacies in our internal courtyard which overlooks the properties original well."
109,8583163,"Rome Key Luxury House is located in Rome, just 334 m from UniversitÃ  La Sapienza.<br/><br/>All rooms include a flat-screen TV. Some units have a sitting area where you can relax. You will find a kettle in the room. The rooms are fitted with a private bathroom with a bidet and shower, with free toiletries provided.<br/><br/>You will find concierge services at the property.<br/><br/>The bed and breakfast also provides bike rental. Roma Termini is half a kilometer from Rome Key Luxury House, and Santa Maria Maggiore is 1 km away. The nearest airport is Ciampino Airport, 12.9 km from Rome Key Luxury House. <br/><br/>Tiburtino is a great choice for travelers interested in ancient landmarks, monuments and museums."
110,8626518,"NH Collection Prague Hotel is conveniently situated in the modern buzzing district of Andel, bordering historic city centre and close by from a large entertainment and shopping centre  â€žNovy Smichovâ€œ offering more than 100 shops daily from 9.00 am till 9.00 pm.<br/>The hotel is perfectly located for leisure as well as corporate travelers, 5 minutes walking distance from an underground and tram station Andel, 10 minutes from the Prague Castle and only 15-minute drive away from the Prague airport. The hotel is located on top of Mrazovka hill surrounded by lushes green park and offering breathtaking panoramic views of the Golden City of Prague. The NH Collection Prague Hotel is connected with NH Prague City Hotel by a unique cable car. A football pitch, tennis courts, jogging path, 2 children playgrounds and a volleyball court are close by, on Mrazovka Hill."
111,8629432,"Located just a 15-minute walk from Kalandadze Park, Asterion Palace features a fitness centre, billiards and table tennis. This property offers air-conditioned rooms, free Wi-Fi and a free car park.<br/><br/>The classic-style rooms feature a minibar, TV and seating area. The private bathroom is equipped with a shower, hairdryer and free toiletries.<br/><br/>Guests can enjoy a Georgian or a European meal at the restaurant on site and have a drink at the bar. Several dining options are a short walk away.<br/><br/>There are 4 conference halls and a 24-hour front desk on site. Asterion Palace is 9 km from Tbilisi Central Train Station and 17 km from Tbilisi Airport. Tbilisi Central Bus Station is a 5-minute walk away."
112,8629626,"The Irmeni Hotel is located in one of the ancient parts of the capital â€“ Avlabari, famous for its unique scenery. Itâ€™s open from 1999 and can offer quite and cozy environment, fresh air and beautiful surroundings.<br/><br/>The foyer is big, fancy, cozy and clean. Soft chairs and sofas, big TV set and aquarium creates a very comfortable atmosphere. Four big clocks over the sofa tell the current time for London, Moscow, Tbilisi and New-York. The walls are decorated with the paintings of Father and Son Jibuti (You can purchase one of these paintings if you wish).<br/><br/>The stay here will cost you from 40 to 120 USD. The prices include rich breakfast (Swedish Table). The restaurant is on a forth floor and it can offer you very tasty Georgian and European dishes as well as Eastern cuisine.<br/><br/>There is the breathtaking view of Trinity Church, monument of Kartlis Deda and Mount Mtatsminda from the specious terrace of the restaurant."
113,8639751,"Located in the heart of Tbilisiâ€™s Old Town, Alphabet Hotel is 850 metres from the Palace of Rituals. It offers free WiFi access and a 24-hour front desk. A continental breakfast can be enjoyed every morning. Serviced by a lift, units in Alphabet Hotel are decorated with the concept of the historical Georgian alphabet. All rooms and suites are air-conditioned and feature wooden floors and a flat-screen TV with cable channels. They also have a bathroom with a hairdryer, slippers and a shower. A continental breakfast is served every morning in the lounge terrace with city view. <br/> Alphabet Hotel is 14 km from Tbilisi International Airport and shuttle service can be arranged at an extra cost. Free parking is available on site."
114,8650345,"This property is 4 minutes walk from the beach. Hostal Solimar is set just 200 m from the beach, in the heart of Badalona. It offers good-value accommodation, with easy access to Barcelona city centre and the Maresme Coast.<br/><br/>This small hotel offers simple, comfortable rooms. They all have air conditioning and a TV.<br/><br/>Free free Wi-Fi access is available in the whole hotel. The Solimar also has a pleasant sun terrace.<br/><br/>The hotel is set in the commercial centre of Badalona. There are shops, bars and cafÃ©s nearby.<br/><br/>The train station is just a short walk away. Regular services connect it to Barcelona and Blanes."
115,8658792,"This 3-star, 7-storey hotel is located beside a park in the historic quarter of Tbilisi. The Prestige Palace Hotel offers historic architecture and design rooms with free Wi-Fi.<br/>Interiors at the Prestige Palace Hotel are warmly decorated with rich furnishings. All rooms are air-conditioned and include satellite TV, a minibar and private bathroom.<br/><br/>The elegant restaurant at the Prestige Palace features an open fireplace. A continental breakfast is served here, as well as a selection of European and traditional Georgian dishes.<br/><br/>Guests are welcome to relax at the bar or outside on the garden terrace. Tbilisiâ€™s city centre attractions are easily accessed from Marjanishvili Metro Station, a 5-minute walk away. The hotel offers tours around Georgia."
116,8662642,"Located within 1 km of Tbilisi Opera and Ballet Theatre in Tbilisi City, Boho Tiflis Hotel has a shared lounge and a bar, as well as free WiFi. Popular points of interest nearby include Tbilisi Zoo and Rustaveli Theatre. Local points of interest like Freedom Square and Tbilisi Concert Hall are reachable within 2 km and 300 metres, respectively.<br/>The rooms comes with air conditioning, a flat-screen TV with satellite channels, a fridge, a kettle, a bidet, free toiletries and a desk. The private bathroom is fitted with a shower and a hair dryer. Guest rooms have a wardrobe.<br/><br/>Guests at the hotel can enjoy a buffet or a vegetarian breakfast.<br/><br/>Languages spoken at the reception include English, Georgian and Russian."
